Cald's Custom Universe
SEC,East,West,,,,,,,,,,,
ACC,Atlantic,Coastal,,,,,,,,,,,
Big Ten,East,West,,,,,,,,,,,
Big 12,Sheriff,Outlaw,,,,,,,,,,,
Pac 12,North,South,,,,,,,,,,,
AAC,East,West,,,,,,,,,,,
# Team format:,Conference,Division,Name,Abbr,Prestige,Rival,,,,,,,
PLAYER,TEX,WR,Jordan Pouncey,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,TE,Cade Brewer,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TEX,LB,Byron Vaughns,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TEX,OL,Patrick Vahe,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,WR,Al'vonte Woodard,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,OL,J.P. Urquidez,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,LB,Ayodele Adeoye,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TEX,S,Donovan Duvernay,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TEX,DL,Breckyn Hager,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TEX,OL,Patrick Hudson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,WR,Jerrod Heard,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,QB,Casey Thompson,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TEX,DL,Ta'Quon Graham,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TEX,OL,Reese Moore,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,LB,Gary Johnson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TEX,OL,Rafiti Ghirmai,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,WR,Brennan Eagles,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,WR,D'shawn Jamison,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,CB,Kobe Boyce,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TEX,OL,Tope Imade,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,OL,Derek Kerstetter,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,S,Josh Thompson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TEX,S,Caden Sterns,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TEX,S,DeMarvion Overshown,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TEX,DL,Charles Omenihu,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TEX,OL,Junior Angilau,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,WR,Devin Duvernay,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,CB,Jalen Green,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TEX,WR,Joshua Moore,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,QB,Shane Buechele,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TEX,S,Montrell Estell,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TEX,S,Chris Brown,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TEX,QB,Cameron Rising,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TEX,DL,Jamari Chisholm,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TEX,LB,Malcolm Roach,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TEX,WR,John Burt,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TEX,QB,Sam Ehlinger,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TEX,K,Ryan Bujcevski,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TEX,TE,Andrew Beck,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TEX,LB,Jeffrey McCulloch,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TEX,OL,Calvin Anderson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TEX,LB,Joseph Ossai,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TEX,DL,Keondre Coburn,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TEX,OL,Denzel Okafor,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Jared Hocker,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,QB,Kellen Mond,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Jalen Preston,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,DL,T.D. Moton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,LB,Keeath Magee,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Clifford Chattman,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Charles Oliver,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,K,Braden Mann,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Connor Lanfear,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,QB,Nick Starkel,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Daylon Mack,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Travon Fuller,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,TE,Aaron Hansford,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Justin Madubuike,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Trayveon Williams,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Cullen Gillaspia,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,S,Buddy Johnson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,S,Anthony Hines,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Erik McCoy,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Jhamon Ausbon,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Kellen Diesch,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,TE,Jace Sternberger,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Klyde Chriss,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Bobby Brown,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Ben Miles,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Max Wright,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Josh Rogers,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,LB,Riley Garner,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Ryan McCollum,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Cordarrian Richardson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Jordan Moore,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,TE,Trevor Wood,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Roney Elam,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,QB,James Foster,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Hezekiah Jones,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Colton Prater,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Colten Blanton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Carson Green,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,S,Derrick Tucker,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,TE,Camron Horry,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Keaton Sutherland,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Dan Moore,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,S,Larry Pryor,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Michael Clemons,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Debione Renfro,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,S,Leon O'Neal,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,TE,Keynel McZeal,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Camron Buckley,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,S,Deshawn Capers-Smith,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,S,Keldrick Carper,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Kendrick Rogers,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Jacob Kibodi,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Jashaun Corbin,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,S,Donovan Wilson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Quartney Davis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,LB,Otaro Alaka,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Marcus Jenkins,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,RB,Kwame Etwi,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Kingsley Keke,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,WR,Roshauud Paul,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Jayden Peevy,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Mohamed Diallo,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,LB,Tyrel Dodson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Tyree Johnson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,QB,Connor Blumrick,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TAMU,OL,Grayson Reed,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TAMU,DL,Landis Durham,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TAMU,CB,Myles Jones,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TAMU,K,Daniel LaCamera,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TTU,OL,Zach Adams,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,RB,Tyler Carr,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TTU,OL,Casey Verhulst,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,RB,Da'Leon Ward,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TTU,RB,Mason Reed,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TTU,LB,Patrick Curley,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TTU,S,Vaughnte Dorsey,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TTU,LB,Dakota Allen,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TTU,CB,Adrian Frye,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,OL,Jack Anderson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,CB,Douglas Coleman,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,DL,Preston Gordon,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,OL,Demarcus Marshall,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,OL,Hakeem White,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,WR,Corey Fulcher,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,S,Jah'Shawn Johnson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TTU,RB,Ta'Zhawn Henry,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TTU,CB,Octavius Morgan,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,DL,Broderick Washington,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,OL,Madison Akamnonu,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,TE,Donta Thompson,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TTU,DL,Lonzell Gilmore,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,OL,Terence Steele,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,OL,Giovanni Panncotti,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,LB,Brayden Stringer,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TTU,LB,Rico Jeffers,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TTU,CB,Jax Welch,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,K,Dominic Panazzolo,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TTU,OL,Dawson Deaton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,OL,Weston Wright,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,WR,Dalton Rigdon,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,QB,McLane Carter,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TTU,DL,Eli Howard,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,CB,John Davis,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,CB,DeMarcus Fields,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,DL,Nick McCann,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,WR,Xavier Martin,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,DL,Houston Miller,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,S,John Bonney,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TTU,LB,Jordyn Brooks,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TTU,DL,Quentin Yontz,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,OL,Paul Stawarz,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,S,Quincy Addison,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TTU,DL,Kolin Hill,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,DL,Joseph Wallace,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,OL,Travis Bruffy,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,CB,Andre Woods,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,WR,Seth Collins,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,WR,Zach Austin,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,WR,Antoine Wesley,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,DL,Nelson Mbansor,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TTU,WR,De'Quan Bowman,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,S,Kisean Allen,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TTU,WR,Kesean Carter,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,OL,Bailey Smith,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,WR,Myller Royals,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,QB,Alan Bowman,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TTU,CB,Desmon Smith,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,WR,Ja'Deion High,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,WR,Erik Ezukanma,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,LB,Case Gatlin,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TTU,QB,Jett Duffey,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TTU,RB,Tre King,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TTU,S,Thomas Leggett,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TTU,K,Clayton Hatfield,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TTU,OL,Will Farrar,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TTU,WR,T.J. Vasher,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TTU,CB,Justus Parker,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TTU,DL,Noah Jones,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,OL,Cameron Jackel,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,TE,Kendall Ardoin,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TULN,DL,Patrick Johnson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,CB,Thakarius Keyes,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TULN,S,Larry Bryant,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,WR,Kevin LeDee,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,RB,Logan Ammons,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,RB,Amare Jones,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,DL,Jamiran James,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,DL,De'Andre Williams,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,DL,Peter Woullard,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,CB,Jaylon Monroe,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TULN,DL,Cameron Sample,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,OL,Dominique Briggs,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,OL,Michael Remondet,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,OL,Joey Claybrook,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,S,Sean Harper,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,S,Quentin Brown,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,S,Chase Kuerschen,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,RB,Cameron Carroll,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,CB,Donnie Lewis,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TULN,OL,Brian Webb,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,QB,Christian Daniels,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TULN,RB,Stephon Huderson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,K,Merek Glover,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TULN,CB,Dorian Camel,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TULN,DL,Alfred Thomas,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,DL,Jeffrey Johnson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,OL,Keyshawn McLeod,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,DL,Henry Stern,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,WR,D.J. Owens,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,CB,Willie Langham,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TULN,OL,Tyler Johnson,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,RB,Corey Dauphine,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,OL,John Leglue,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,LB,La'Dedric Jackson,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TULN,LB,Zachery Harris,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TULN,S,Taris Shenall,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,S,Will Harper,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,K,Ryan Wright,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TULN,QB,Jonathan Banks,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TULN,QB,PJ Hurst,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TULN,WR,Freddy Canteen,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,DL,Justin Walton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,DL,Robert Kennedy,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,WR,Jorien Vallien,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,OL,Noah Fisher,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,OL,Hunter Knighton,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,S,Larry Brooks,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,CB,Chris Joyce,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TULN,LB,K.J. Vault,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TULN,DL,Noah Seiden,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TULN,OL,Corey Dublin,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TULN,S,Tirise Barge,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,LB,Marvin Moody,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TULN,LB,Lawrence Graham,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TULN,WR,Darnell Mooney,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,QB,Dane Ledford,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TULN,RB,Darius Bradwell,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,S,Roderic Teamer,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,S,P.J. Hall,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TULN,WR,Terren Encalade,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,WR,Jabril Clewis,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,WR,Jacob Robertson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,WR,Jaetavian Toles,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TULN,TE,Charles Jones,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TULN,TE,Will Wallace,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TULN,RB,Devin Glenn,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TULN,LB,Keitha Jones,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Waahid Muhammad,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Willie Wright,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,CB,Reggie Robinson,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Yohance Burnett,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,QB,Chad President,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TLSA,CB,Montray Norris,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TLSA,CB,Malik Welch,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TLSA,S,Keidrien Wadley,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,S,Daiquain Jackson,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Chandler Miller,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Tyarise Stevenson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Beau Wooden,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,CB,Allie Green,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TLSA,TE,James Palmer,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TLSA,S,Cristian Williams,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,RB,Javon Thomas,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TLSA,RB,Shamari Brooks,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TLSA,RB,Corey Taylor,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TLSA,S,McKinley Whitfield,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,RB,TK Wilkerson,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TLSA,K,Nate Walker,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Jaxon Player,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,S,Marcus Mays,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,CB,Akayleb Evans,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Avery Gragg,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Tiller Bucktrot,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Shemarr Robinson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Payton Prince,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Thomas Von,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,RB,Reed Martin,Fr,68,220,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Trevis Gipson,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Myles Mouton,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,K,Thomas Bennett,Fr,67,180,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Cooper Edmiston,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,DL,JaJaun Blankenship,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Sam Crawford,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Deven Lamp,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Zaven Collins,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,WR,J.C. Santana,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,QB,Seth Boomer,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TLSA,QB,Luke Skipper,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Cullen Wick,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,S,Kendarin Ray,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Keenen Johnson,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Josh Owens,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Tristan Wyatt,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Chris Ivy,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Tyler Bowling,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Treyvon Reeves,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Diamon Cannon,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,TE,Cole Neph,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Chris Paul,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,S,Manny Bunch,Fr,70,195,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Cade Baumann,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,QB,Will Hefley,Fr,74,215,55,55,55,55,55,55,55
PLAYER,TLSA,CB,Jabari James,Fr,69,200,55,55,55,55,55,55,55
PLAYER,TLSA,LB,Robert Revels,Fr,71,235,55,55,55,55,55,55,55
PLAYER,TLSA,TE,Chris Minter,Fr,72,240,55,55,55,55,55,55,55
PLAYER,TLSA,DL,Garrett Flanary,Fr,72,285,55,55,55,55,55,55,55
PLAYER,TLSA,OL,Clay Greathouse,Fr,73,295,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Justin Hobbs,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Marquez Perez,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Imiee Cooksey,Fr,74,205,55,55,55,55,55,55,55
PLAYER,TLSA,WR,Malik Jackson,Fr,74,205,55,55,55,55,55,55,55
